query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_7db979cdc486917a,picture_4_2025_07_28_09_52_00_279.jpg,/data/wt/ramdisk/leishi_026/test/bad/picture_4_2025_07_28_09_52_00_279.jpg,1,5183204,"[0.0, 0.0, 2150.0, 2470.0]",384,47,17,gui_lookup_results/query_20260807_162559_620945/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.04583466053009033,17,img_023e3bbbc5f0b1f0,img_023e3bbbc5f0b1f0_roi_0006_p1,0722-2.jpg,/data/wt/ramdisk/test_export_03/images/0722-2.jpg,0722-2.jpg,/data/wt/ramdisk/test_export_03/annotations/0722-2.json,6,1,"[631.0, 2362.0, 801.0, 2453.0]","[15.0, 47.0, 16.0, 48.0]"
img_7db979cdc486917a,picture_4_2025_07_28_09_52_00_279.jpg,/data/wt/ramdisk/leishi_026/test/bad/picture_4_2025_07_28_09_52_00_279.jpg,1,5183204,"[0.0, 0.0, 2150.0, 2470.0]",785,15,16,gui_lookup_results/query_20260807_162559_620945/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.06701786816120148,216,img_13bea22f5c0d5fca,img_13bea22f5c0d5fca_roi_0001_p0,Pro0711_A-1782-0_small_2_.697_1782_3892278298376684033_异物.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-1782-0_small_2_.697_1782_3892278298376684033_异物.jpg,Pro0711_A-1782-0_small_2_.697_1782_3892278298376684033_异物.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-1782-0_small_2_.697_1782_3892278298376684033_异物.json,1,1,"[728.0, 679.0, 790.0, 728.0]","[17.0, 14.0, 18.0, 15.0]"
