query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_71f12069d3a3b4a0,Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,1,24436,"[843.0, 1692.0, 1052.0, 1905.0]",5,35,20,gui_lookup_results/query_20260807_171156_931885/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.07778692245483398,1391,img_32a862fa38031635,img_32a862fa38031635_roi_0002_p27,Pro0711_A-11-0_small_2_.299_11_1226148208847066625_废料.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-11-0_small_2_.299_11_1226148208847066625_废料.jpg,Pro0711_A-11-0_small_2_.299_11_1226148208847066625_废料.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-11-0_small_2_.299_11_1226148208847066625_废料.json,2,1,"[57.0, 1580.0, 1991.0, 1713.0]","[18.0, 32.0, 19.0, 33.0]"
img_71f12069d3a3b4a0,Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,1,24436,"[843.0, 1692.0, 1052.0, 1905.0]",1,34,21,gui_lookup_results/query_20260807_171156_931885/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.0892295390367508,217,img_9b66aab5a4779349,img_9b66aab5a4779349_roi_0001_p0,Pro0711_A-1975-0_small_2_.778_1975_5333430354002740225_异物.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-1975-0_small_2_.778_1975_5333430354002740225_异物.jpg,Pro0711_A-1975-0_small_2_.778_1975_5333430354002740225_异物.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-1975-0_small_2_.778_1975_5333430354002740225_异物.json,1,1,"[983.0, 1787.0, 1075.0, 1851.0]","[22.0, 35.0, 23.0, 36.0]"
