query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_1b4aab705cb57f99,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,1,27147,"[1449.0, 1922.0, 1668.0, 2130.0]",gui_lookup_results/query_20260806_093423_781104/query_mask.png,good,/data/wt/two_stages/base/good,1,0.08520595729351044,47,img_93b7e253a4f4de02,img_93b7e253a4f4de02_roi_0009,picture_13_2025_07_23_14_27_37_763.jpg,/data/wt/ramdisk/test_export_03/images/picture_13_2025_07_23_14_27_37_763.jpg,picture_13_2025_07_23_14_27_37_763.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_13_2025_07_23_14_27_37_763.json,9,2648,"[1427.0, 1954.0, 1487.0, 2015.0]","[31.0, 38.0, 34.0, 40.0]"
img_1b4aab705cb57f99,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,1,27147,"[1449.0, 1922.0, 1668.0, 2130.0]",gui_lookup_results/query_20260806_093423_781104/query_mask.png,anomaly,/data/wt/two_stages/base/anomaly,1,0.01016794703900814,40,img_1b4aab705cb57f99,img_1b4aab705cb57f99_roi_0001,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.json,1,24165,"[1477.0, 1942.0, 1656.0, 2114.0]","[34.0, 38.0, 37.0, 42.0]"
