query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_582a329f9f536503,Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,1,5828,"[67.0, 2267.0, 129.0, 2361.0]",gui_lookup_results/query_20260805_173517_962376/query_mask.png,good,/data/wt/two_stages/dinomaly/good,1,0.05699147284030914,68,img_5d1ee1dd14744005,img_5d1ee1dd14744005_roi_0013,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/images/picture_2_2025_07_28_09_50_54_413.jpg,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_2_2025_07_28_09_50_54_413.json,13,97781,"[51.0, 2117.0, 328.0, 2470.0]","[2.0, 42.0, 8.0, 48.0]"
img_582a329f9f536503,Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,1,5828,"[67.0, 2267.0, 129.0, 2361.0]",gui_lookup_results/query_20260805_173517_962376/query_mask.png,anomaly,/data/wt/two_stages/dinomaly/anomaly,1,0.06812907010316849,4,img_8d5488e860a57e9c,img_8d5488e860a57e9c_roi_0002,0910-4013JT.jpg,/data/wt/ramdisk/test_export_03/images/0910-4013JT.jpg,0910-4013JT.jpg,/data/wt/ramdisk/test_export_03/annotations/0910-4013JT.json,2,89664,"[126.0, 752.0, 250.0, 2431.0]","[3.0, 15.0, 6.0, 47.0]"
