query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_cc02fb298e9963a1,Pro0711_A-734-0_small_2_.923_734_7062811583968572929_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-734-0_small_2_.923_734_7062811583968572929_良品.jpg,1,62,"[1644.0, 521.0, 1650.0, 534.0]",0,10,36,gui_lookup_results/query_20260807_174033_514628/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.2843339145183563,685,img_5d1ee1dd14744005,img_5d1ee1dd14744005_roi_0008_p2,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/images/picture_2_2025_07_28_09_50_54_413.jpg,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_2_2025_07_28_09_50_54_413.json,8,1,"[976.0, 551.0, 1144.0, 715.0]","[24.0, 12.0, 25.0, 13.0]"
img_cc02fb298e9963a1,Pro0711_A-734-0_small_2_.923_734_7062811583968572929_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-734-0_small_2_.923_734_7062811583968572929_良品.jpg,1,62,"[1644.0, 521.0, 1650.0, 534.0]",0,10,36,gui_lookup_results/query_20260807_174033_514628/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.20283499360084534,172,img_1b4aab705cb57f99,img_1b4aab705cb57f99_roi_0001_p2,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-1183-0_small_2_.766_1183_4468739627262286849_良品.json,1,1,"[1477.0, 1942.0, 1656.0, 2114.0]","[36.0, 39.0, 37.0, 40.0]"
