query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_eb36da54ee420c13,picture_15_2025_07_23_14_35_57_870.jpg,/data/wt/ramdisk/leishi_026/test/bad/picture_15_2025_07_23_14_35_57_870.jpg,1,169176,"[132.0, 2.0, 859.0, 537.0]",gui_lookup_results/query_20260805_114713_018450/query_mask.png,good,/data/wt/two_stages/01/good,1,0.00630783149972558,48,img_eb36da54ee420c13,img_eb36da54ee420c13_roi_0002,picture_15_2025_07_23_14_35_57_870.jpg,/data/wt/ramdisk/test_export_03/images/picture_15_2025_07_23_14_35_57_870.jpg,picture_15_2025_07_23_14_35_57_870.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_15_2025_07_23_14_35_57_870.json,2,458990,"[57.0, 9.0, 887.0, 562.0]","[2.0, 1.0, 20.0, 11.0]"
img_eb36da54ee420c13,picture_15_2025_07_23_14_35_57_870.jpg,/data/wt/ramdisk/leishi_026/test/bad/picture_15_2025_07_23_14_35_57_870.jpg,1,169176,"[132.0, 2.0, 859.0, 537.0]",gui_lookup_results/query_20260805_114713_018450/query_mask.png,anomaly,/data/wt/two_stages/01/anomaly,1,0.033403098583221436,22,img_d2787ed630007521,img_d2787ed630007521_roi_0001,picture_23_2025_07_21_20_32_24_400.jpg,/data/wt/ramdisk/test_export_03/images/picture_23_2025_07_21_20_32_24_400.jpg,picture_23_2025_07_21_20_32_24_400.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_23_2025_07_21_20_32_24_400.json,1,38122,"[165.0, 8.0, 943.0, 57.0]","[4.0, 1.0, 21.0, 2.0]"
