Config_Name,Bank_Choice,w_ano,w_good,w_neg,knn_k,hard_ano_th,hard_neg_th,supp_factor,mode,tau,morph_open_k,bg_floor_pct,R-FP-RegionCount,R-MissRate,R-PixelCoverage,P-AP,P-AUPRO,P-AUROC,P-F1,I-AUROC,I-AP,I-F1,Elapsed_s
"Grid-Weight [wa=1.0, wg=1.5, wn=1.0]",combined,1.0,1.5,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21684.0,0.002107728337236534,0.9836910153718773,0.4829827845096588,0.6979067276459231,0.9844927787780762,0.52,0.9166042154566745,0.989228059409173,0.9695023577264286,2.8592
"Softmax-Fusion [tau=0.05, wn=2.0]",combined,1.2,1.0,2.0,3,0.15,,1.2,softmax,0.05,0,0.0,20535.0,0.003747072599531616,0.9806011794860316,0.48131871223449707,0.6683546244214527,0.9840778708457947,0.52,0.9165573770491803,0.9891987781275094,0.9712459564224423,3.0289
"Grid-Weight [wa=0.8, wg=1.5, wn=1.0]",combined,0.8,1.5,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21464.0,0.0029274004683840747,0.983120602297108,0.482788622379303,0.6955927023210511,0.9844602346420288,0.52,0.916440281030445,0.989207672955273,0.9695023577264286,2.9439
"MultiScale-KNN [k=1, Patches=5]",combined,1.2,1.0,1.5,1,0.15,,1.0,weighted_margin,0.1,0,0.0,21669.0,0.002107728337236534,0.9837812209721891,0.48307713866233826,0.6977790237235775,0.9845263957977295,0.52,0.9163700234192038,0.9892066577823364,0.9679486679738891,2.8748
"Grid-Weight [wa=1.0, wg=1.0, wn=0.8]",combined,1.0,1.0,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22257.0,0.002107728337236534,0.984215582578288,0.4832095503807068,0.6994688520639174,0.9845215082168579,0.52,0.9162997658079626,0.9891978890710347,0.9687248898790964,2.9571
"Grid-Weight [wa=1.5, wg=1.5, wn=1.2]",combined,1.5,1.5,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22257.0,0.002107728337236534,0.984215582578288,0.4832095205783844,0.6994688520639174,0.9845215082168579,0.52,0.9162997658079626,0.9891978890710347,0.9687248898790964,2.9575
"Grid-Weight [wa=2.0, wg=1.0, wn=1.0]",combined,2.0,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22834.0,0.002107728337236534,0.9842526221373817,0.48358750343322754,0.7003179354830773,0.9845567941665649,0.52,0.9162763466042154,0.989212068666515,0.9671736890181506,2.879
"Softmax-Fusion [tau=0.1, wn=1.0]",combined,1.2,1.0,1.0,3,0.15,,1.2,softmax,0.1,0,0.0,21341.0,0.0029274004683840747,0.9834112655583204,0.48349735140800476,0.6945305721784365,0.9846335053443909,0.52,0.9162529274004684,0.9891969560920155,0.9656823123650908,3.0307
"Grid-Weight [wa=0.8, wg=1.0, wn=0.8]",combined,0.8,1.0,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21838.0,0.002107728337236534,0.9837704818756898,0.4830178916454315,0.698660604464874,0.9844961166381836,0.52,0.9162295081967213,0.9891858675426098,0.9687248898790964,2.9079
"Grid-Weight [wa=1.2, wg=1.5, wn=1.2]",combined,1.2,1.5,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21838.0,0.002107728337236534,0.9837704818756898,0.4830179214477539,0.698660604464874,0.9844961166381836,0.52,0.9162295081967213,0.9891858675426098,0.9687248898790964,2.8783
"Grid-Weight [wa=1.2, wg=1.2, wn=1.0]",combined,1.2,1.2,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22213.0,0.002107728337236534,0.984215582578288,0.48317697644233704,0.6994058641374544,0.9845172166824341,0.52,0.916135831381733,0.9891775634771656,0.9687248898790964,2.8744
"Grid-Weight [wa=2.0, wg=0.8, wn=1.0]",combined,2.0,0.8,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22834.0,0.002107728337236534,0.9842526221373817,0.48358890414237976,0.7003239505437692,0.98455810546875,0.52,0.9161124121779859,0.9891937271945823,0.9671736890181506,2.9018
"Grid-Weight [wa=1.0, wg=1.5, wn=1.2]",combined,1.0,1.5,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21636.0,0.002107728337236534,0.9836512994715054,0.4828595221042633,0.6973223762551077,0.9844716191291809,0.52,0.9160889929742388,0.9891684013408428,0.9686746488153443,2.877
"Grid-Weight [wa=1.5, wg=0.8, wn=0.8]",combined,1.5,0.8,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22809.0,0.002107728337236534,0.9842526221373817,0.48354020714759827,0.7001918235903408,0.984553337097168,0.52,0.9160421545667446,0.9891819096503339,0.9671736890181506,2.8976
"Grid-Weight [wa=1.0, wg=1.2, wn=1.0]",combined,1.0,1.2,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21897.0,0.002107728337236534,0.9837905068341329,0.4830203056335449,0.6987246703563997,0.9844963550567627,0.52,0.9159484777517565,0.9891557484247847,0.9686746488153443,2.9394
"Grid-Weight [wa=2.0, wg=1.0, wn=1.2]",combined,2.0,1.0,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22763.0,0.002107728337236534,0.9842526221373817,0.4834522008895874,0.7000669701583089,0.9845474362373352,0.52,0.9159016393442623,0.9891636959032278,0.9679486679738891,2.9179
"Grid-Weight [wa=2.0, wg=1.2, wn=1.2]",combined,2.0,1.2,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22762.0,0.002107728337236534,0.9842526221373817,0.483450710773468,0.700064843440079,0.9845460653305054,0.52,0.9159016393442623,0.9891634688716011,0.9679486679738891,2.9499
"Grid-Weight [wa=2.0, wg=0.8, wn=1.2]",combined,2.0,0.8,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22763.0,0.002107728337236534,0.9842526221373817,0.48345255851745605,0.7000671755359433,0.9845479726791382,0.52,0.9158782201405152,0.9891605932192513,0.9679486679738891,2.9544
"Grid-Weight [wa=0.8, wg=1.2, wn=1.0]",combined,0.8,1.2,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21616.0,0.002107728337236534,0.9836310606534526,0.4828267991542816,0.6971466338087968,0.9844663143157959,0.52,0.9158548009367682,0.9891411472150642,0.9686746488153443,2.8852
"Grid-Weight [wa=1.2, wg=0.8, wn=0.8]",combined,1.2,0.8,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22679.0,0.002107728337236534,0.9842505780672293,0.4833674430847168,0.6998494478670013,0.9845384359359741,0.52,0.9158313817330211,0.9891517402010639,0.9679486679738891,2.9727
"Grid-Weight [wa=1.5, wg=1.0, wn=1.0]",combined,1.5,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22679.0,0.002107728337236534,0.9842505780672293,0.4833674430847168,0.6998494478670013,0.9845384359359741,0.52,0.9158313817330211,0.9891517402010639,0.9679486679738891,2.9032
"Grid-Weight [wa=1.5, wg=0.8, wn=1.0]",combined,1.5,0.8,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22685.0,0.002107728337236534,0.9842526221373817,0.4833691418170929,0.6998527683531823,0.9845402240753174,0.52,0.9158079625292741,0.9891494158708578,0.9679486679738891,2.8829
"Grid-Weight [wa=0.8, wg=1.5, wn=1.2]",combined,0.8,1.5,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21411.0,0.0029274004683840747,0.9830535023438749,0.4826681613922119,0.6949927563867082,0.9844375848770142,0.52,0.915784543325527,0.9891305127664263,0.9686746488153443,2.9685
"Softmax-Fusion [tau=0.5, wn=2.0]",combined,1.2,1.0,2.0,3,0.15,,1.2,softmax,0.5,0,0.0,21183.0,0.0029274004683840747,0.9827689350525521,0.4823784828186035,0.6897323956598933,0.9843775629997253,0.52,0.915784543325527,0.9891290069655183,0.9679486679738891,2.9953
"MultiScale-KNN [k=2, Patches=5]",combined,1.2,1.0,1.5,2,0.15,,1.0,weighted_margin,0.1,0,0.0,21669.0,0.002107728337236534,0.9837366843261657,0.48295313119888306,0.6976903280664214,0.9844883680343628,0.52,0.9157611241217798,0.989136609678253,0.9678972212898315,2.9115
"Softmax-Fusion [tau=0.5, wn=1.5]",combined,1.2,1.0,1.5,3,0.15,,1.2,softmax,0.5,0,0.0,21227.0,0.0029274004683840747,0.9828847409974436,0.4824589490890503,0.6912459356406282,0.9843974113464355,0.52,0.9157142857142857,0.9891219176484027,0.9679486679738891,2.9915
"Grid-Weight [wa=2.0, wg=1.5, wn=1.5]",combined,2.0,1.5,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22505.0,0.002107728337236534,0.9842319339130436,0.4832712709903717,0.699684015130639,0.9845285415649414,0.52,0.9156674473067916,0.9891290395636416,0.9679486679738891,2.8659
"Margin-Shaping [gamma=0.5, delta=0.1]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,21132.0,0.0029274004683840747,0.9833273153102392,0.4827914834022522,0.6896041427192998,0.9845094680786133,0.52,0.9156440281030443,0.9891190110078564,0.9664536241540718,2.8718
"MultiScale-KNN [k=2, Patches=1]",combined,1.2,1.0,1.5,2,0.15,,1.0,weighted_margin,0.1,0,0.0,21722.0,0.002107728337236534,0.9836962747356048,0.4829031825065613,0.6969430359761035,0.9844834804534912,0.52,0.9156206088992974,0.9891141885212273,0.9678972212898315,2.9175
"MultiScale-KNN [k=2, Patches=3]",combined,1.2,1.0,1.5,2,0.15,,1.0,weighted_margin,0.1,0,0.0,21706.0,0.002107728337236534,0.9837193367678345,0.48291778564453125,0.6975484060705904,0.9844828248023987,0.52,0.9155971896955503,0.9891176118858531,0.9678456091826,2.8636
01. Baseline: Raw Single-Stage,combined,1.0,1.0,1.0,3,,,0.0,weighted_margin,0.1,0,0.0,22801.0,0.002107728337236534,0.9842064751101641,0.48301294445991516,0.6992193832802358,0.9844777584075928,0.52,0.9155737704918033,0.9891140440534929,0.9687248898790964,1.6563
"MultiScale-KNN [k=1, Patches=3]",combined,1.2,1.0,1.5,1,0.15,,1.0,weighted_margin,0.1,0,0.0,21714.0,0.002107728337236534,0.9837460921665685,0.4830329418182373,0.697499515146579,0.9845190048217773,0.52,0.9155737704918032,0.9891176177992433,0.9678456091826,2.8339
"Softmax-Fusion [tau=0.5, wn=1.0]",combined,1.2,1.0,1.0,3,0.15,,1.2,softmax,0.5,0,0.0,21350.0,0.0029274004683840747,0.9830605988731094,0.482616126537323,0.6940183374449983,0.9844328761100769,0.52,0.9155503512880563,0.9891033363570467,0.9686746488153443,3.0818
"MultiScale-KNN [k=1, Patches=1]",combined,1.2,1.0,1.5,1,0.15,,1.0,weighted_margin,0.1,0,0.0,21743.0,0.002107728337236534,0.9837164323301244,0.4830208420753479,0.6965074538974553,0.9845207929611206,0.52,0.9155269320843092,0.9891062878645394,0.9678456091826,2.8993
