Config_Name,Bank_Choice,w_ano,w_good,w_neg,knn_k,hard_ano_th,hard_neg_th,supp_factor,mode,tau,morph_open_k,bg_floor_pct,R-FP-RegionCount,R-MissRate,R-PixelCoverage,P-AP,P-AUPRO,P-AUROC,P-F1,I-AUROC,I-AP,I-F1,Elapsed_s
"Grid-Weight [wa=2.0, wg=1.0, wn=1.5]",combined,2.0,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22513.0,0.002107728337236534,0.9842319339130436,0.48327335715293884,0.6996959351622039,0.9845308065414429,0.52,0.9155269320843091,0.9891133528274954,0.9679486679738891,2.9159
"Grid-Weight [wa=2.0, wg=0.8, wn=1.5]",combined,2.0,0.8,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22513.0,0.002107728337236534,0.9842319339130436,0.48327335715293884,0.6996959342082892,0.9845308661460876,0.52,0.9155269320843091,0.9891133528274954,0.9679486679738891,2.8791
"Grid-Weight [wa=2.0, wg=1.2, wn=1.5]",combined,2.0,1.2,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22513.0,0.002107728337236534,0.9842319339130436,0.48327311873435974,0.699695460415416,0.9845304489135742,0.52,0.9155035128805621,0.98911019033326,0.9679486679738891,2.8661
"Grid-Weight [wa=1.0, wg=0.8, wn=0.8]",combined,1.0,0.8,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22399.0,0.002107728337236534,0.9842176266484405,0.4832174777984619,0.6995830651366928,0.9845225811004639,0.52,0.9154566744730679,0.9891009026421187,0.9678972212898315,2.9998
"Grid-Weight [wa=1.5, wg=1.2, wn=1.2]",combined,1.5,1.2,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22399.0,0.002107728337236534,0.9842176266484405,0.4832174777984619,0.6995830651366928,0.9845225811004639,0.52,0.9154566744730679,0.9891009026421187,0.9678972212898315,2.9641
"MultiScale-KNN [k=5, Patches=1]",combined,1.2,1.0,1.5,5,0.15,,1.0,weighted_margin,0.1,0,0.0,21713.0,0.002107728337236534,0.9836489968798722,0.48280638456344604,0.6972130420944666,0.9844613671302795,0.52,0.9154332552693208,0.9890909237160385,0.9679486679738891,2.8695
"Grid-Weight [wa=1.5, wg=1.0, wn=1.2]",combined,1.5,1.0,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22410.0,0.002107728337236534,0.9842176266484405,0.4832192063331604,0.6995906536780448,0.9845243692398071,0.52,0.9154098360655738,0.9890968767181076,0.9678972212898315,2.9594
"Grid-Weight [wa=1.5, wg=0.8, wn=1.2]",combined,1.5,0.8,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22409.0,0.002107728337236534,0.9842176266484405,0.48321959376335144,0.6995917565693986,0.9845249652862549,0.52,0.9153864168618268,0.9890938382933232,0.9678972212898315,2.9211
"Grid-Weight [wa=0.8, wg=0.8, wn=0.8]",combined,0.8,0.8,0.8,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22012.0,0.002107728337236534,0.9837966390445904,0.4830271601676941,0.6989525057849993,0.9844985604286194,0.52,0.9153864168618268,0.9890916503096124,0.9686746488153443,3.0593
"Grid-Weight [wa=1.2, wg=1.2, wn=1.2]",combined,1.2,1.2,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22012.0,0.002107728337236534,0.9837966390445904,0.4830271601676941,0.6989525057849993,0.9844985604286194,0.52,0.9153864168618268,0.9890916503096124,0.9686746488153443,2.8777
"Grid-Weight [wa=1.5, wg=1.5, wn=1.5]",combined,1.5,1.5,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22012.0,0.002107728337236534,0.9837966390445904,0.4830271601676941,0.6989525057849993,0.9844985604286194,0.52,0.9153864168618268,0.9890916503096124,0.9686746488153443,2.8803
04. Three-Bank Baseline (Combined_2975),combined,1.0,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22012.0,0.002107728337236534,0.9837966390445904,0.4830271601676941,0.6989525057849993,0.9844985008239746,0.52,0.9153864168618268,0.9890916503096124,0.9686746488153443,2.9016
"Grid-Weight [wa=1.0, wg=1.0, wn=1.0]",combined,1.0,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22012.0,0.002107728337236534,0.9837966390445904,0.4830271601676941,0.6989525057849993,0.9844985008239746,0.52,0.9153864168618268,0.9890916503096124,0.9686746488153443,2.9901
"MultiScale-KNN [k=3, Patches=1]",combined,1.2,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21719.0,0.002107728337236534,0.9837026556953402,0.4828261733055115,0.6970695934874205,0.9844745397567749,0.52,0.9153864168618266,0.9890849635738277,0.9679486679738891,2.9389
"Grid-Weight [wa=1.2, wg=1.0, wn=1.0]",combined,1.2,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22313.0,0.002107728337236534,0.984215582578288,0.4831830859184265,0.6994858974251638,0.9845185279846191,0.52,0.9153629976580797,0.989089358977175,0.9678972212898315,2.8863
"Grid-Weight [wa=1.2, wg=1.0, wn=1.2]",combined,1.2,1.0,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22028.0,0.002107728337236534,0.9837966390445904,0.4830291271209717,0.6989638149029047,0.9845006465911865,0.52,0.9153629976580796,0.9890896146297642,0.9686746488153443,2.866
"Grid-Weight [wa=1.2, wg=0.8, wn=1.2]",combined,1.2,0.8,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654461858521,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8886
"Grid-Weight [wa=1.5, wg=1.0, wn=1.5]",combined,1.5,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654461858521,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8888
"Grid-Weight [wa=1.5, wg=0.8, wn=1.5]",combined,1.5,0.8,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654436116716,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8991
"Grid-Weight [wa=2.0, wg=0.8, wn=2.0]",combined,2.0,0.8,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654436116716,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8755
"Grid-Weight [wa=2.0, wg=1.0, wn=2.0]",combined,2.0,1.0,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654436116716,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8535
"Grid-Weight [wa=2.0, wg=1.2, wn=2.0]",combined,2.0,1.2,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302948474884033,0.6989654436116716,0.9845013618469238,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8968
"Grid-Weight [wa=2.0, wg=1.5, wn=2.0]",combined,2.0,1.5,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22030.0,0.002107728337236534,0.983798683114743,0.48302942514419556,0.6989647565669803,0.9845012426376343,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.8366
"Grid-Weight [wa=1.5, wg=1.2, wn=1.5]",combined,1.5,1.2,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22029.0,0.002107728337236534,0.983798683114743,0.48302921652793884,0.6989640218489934,0.9845009446144104,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.873
"Grid-Weight [wa=1.0, wg=0.8, wn=1.0]",combined,1.0,0.8,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22029.0,0.002107728337236534,0.983798683114743,0.48302924633026123,0.6989640218489934,0.9845008850097656,0.52,0.9153395784543326,0.9890870423072111,0.9686746488153443,2.9228
"Grid-Weight [wa=1.2, wg=0.8, wn=1.0]",combined,1.2,0.8,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,22326.0,0.002107728337236534,0.9842176266484405,0.4831850230693817,0.6994922403703252,0.984520673751831,0.52,0.9153161592505855,0.9890851554782947,0.9678972212898315,2.8844
"MultiScale-KNN [k=3, Patches=5]",combined,1.2,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21670.0,0.002107728337236534,0.9837366843261657,0.4828660190105438,0.6976621187870375,0.984477698802948,0.52,0.9152927400468385,0.989080727590246,0.9679486679738891,2.8918
"MultiScale-KNN [k=5, Patches=5]",combined,1.2,1.0,1.5,5,0.15,,1.0,weighted_margin,0.1,0,0.0,21676.0,0.002107728337236534,0.9836929991056593,0.4828336536884308,0.6977031360002972,0.9844619631767273,0.52,0.9151990632318502,0.9890704675808814,0.9686746488153443,2.9015
"Margin-Shaping [gamma=1.5, delta=0.05]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,21994.0,0.002107728337236534,0.983785704350793,0.48296886682510376,0.6987438561708778,0.984481155872345,0.52,0.9151756440281031,0.9890680406963233,0.9686746488153443,2.9272
"Grid-Weight [wa=1.0, wg=1.2, wn=1.2]",combined,1.0,1.2,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21729.0,0.002107728337236534,0.9837421171545957,0.48286953568458557,0.6978058056013382,0.9844752550125122,0.52,0.915175644028103,0.9890654728883117,0.9686746488153443,2.8832
"MultiScale-KNN [k=5, Patches=3]",combined,1.2,1.0,1.5,5,0.15,,1.0,weighted_margin,0.1,0,0.0,21695.0,0.002107728337236534,0.983684325326494,0.48281586170196533,0.6976287135645998,0.9844613075256348,0.52,0.915175644028103,0.9890651350320014,0.9686746488153443,2.9359
"Threshold-Grid [h_ano=0.1, Suppress=0.8]",combined,1.2,1.0,1.5,3,0.1,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.8683
"Threshold-Grid [h_ano=0.12, Suppress=0.8]",combined,1.2,1.0,1.5,3,0.12,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.9187
"Threshold-Grid [h_ano=0.15, Suppress=0.8]",combined,1.2,1.0,1.5,3,0.15,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.8837
"Threshold-Grid [h_ano=0.18, Suppress=0.8]",combined,1.2,1.0,1.5,3,0.18,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.9362
"Threshold-Grid [h_ano=0.2, Suppress=0.8]",combined,1.2,1.0,1.5,3,0.2,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.8758
"Threshold-Grid [h_ano=None, Suppress=0.8]",combined,1.2,1.0,1.5,3,,,0.8,weighted_margin,0.1,0,0.0,21828.0,0.002107728337236534,0.9837525862546359,0.48286885023117065,0.698232899827736,0.9844722747802734,0.52,0.915152224824356,0.9890649508722524,0.9686746488153443,2.8984
"Grid-Weight [wa=0.8, wg=1.0, wn=1.0]",combined,0.8,1.0,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21685.0,0.002107728337236534,0.9836931795989341,0.4828342795372009,0.6975309923458717,0.9844696521759033,0.52,0.915152224824356,0.9890618825940475,0.9686746488153443,2.8813
"Grid-Weight [wa=1.2, wg=1.5, wn=1.5]",combined,1.2,1.5,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21685.0,0.002107728337236534,0.9836931795989341,0.4828343093395233,0.6975309923458717,0.9844696521759033,0.52,0.915152224824356,0.9890618825940475,0.9686746488153443,2.9168
"Margin-Shaping [gamma=2.0, delta=0.0]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,22185.0,0.002107728337236534,0.983785704350793,0.48297232389450073,0.6990430523331032,0.9844748973846436,0.52,0.9151288056206089,0.9890626790336983,0.9686746488153443,2.8922
"Grid-Weight [wa=0.8, wg=1.2, wn=1.2]",combined,0.8,1.2,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21495.0,0.0029274004683840747,0.98314545085548,0.48267862200737,0.6958036734559789,0.9844427108764648,0.52,0.9151288056206089,0.9890574348656846,0.9686746488153443,2.8896
"Grid-Weight [wa=1.0, wg=1.5, wn=1.5]",combined,1.0,1.5,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21495.0,0.0029274004683840747,0.98314545085548,0.4826785922050476,0.6958036734559789,0.9844427108764648,0.52,0.9151288056206089,0.9890574348656846,0.9686746488153443,2.9535
"Grid-Weight [wa=1.2, wg=1.0, wn=1.5]",combined,1.2,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9179
"MultiScale-KNN [k=3, Patches=3]",combined,1.2,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8775
"Threshold-Grid [h_ano=0.1, Suppress=1.0]",combined,1.2,1.0,1.5,3,0.1,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.925
"Threshold-Grid [h_ano=0.12, Suppress=1.0]",combined,1.2,1.0,1.5,3,0.12,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8638
"Threshold-Grid [h_ano=0.15, Suppress=1.0]",combined,1.2,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8808
"Threshold-Grid [h_ano=0.18, Suppress=1.0]",combined,1.2,1.0,1.5,3,0.18,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9044
"Threshold-Grid [h_ano=0.2, Suppress=1.0]",combined,1.2,1.0,1.5,3,0.2,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9726
"Threshold-Grid [h_ano=None, Suppress=1.0]",combined,1.2,1.0,1.5,3,,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367531299591,0.6975613775488428,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8988
"Grid-Weight [wa=1.2, wg=0.8, wn=1.5]",combined,1.2,0.8,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367233276367,0.6975613768688335,0.984472930431366,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9791
"Grid-Weight [wa=2.0, wg=0.8, wn=2.5]",combined,2.0,0.8,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367233276367,0.6975613768688335,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9341
"Grid-Weight [wa=2.0, wg=1.0, wn=2.5]",combined,2.0,1.0,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367233276367,0.6975613768688335,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8907
"Grid-Weight [wa=2.0, wg=1.2, wn=2.5]",combined,2.0,1.2,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367233276367,0.6975613768688335,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9208
"Grid-Weight [wa=2.0, wg=1.5, wn=2.5]",combined,2.0,1.5,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21701.0,0.002107728337236534,0.9837193367678345,0.4828367233276367,0.6975613768688335,0.9844728708267212,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.8826
"Grid-Weight [wa=0.8, wg=0.8, wn=1.0]",combined,0.8,0.8,1.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21699.0,0.002107728337236534,0.9837193367678345,0.4828364849090576,0.6975596769693215,0.984472393989563,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9854
"Grid-Weight [wa=1.2, wg=1.2, wn=1.5]",combined,1.2,1.2,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21699.0,0.002107728337236534,0.9837193367678345,0.4828364849090576,0.6975596769693215,0.984472393989563,0.52,0.9151053864168618,0.9890574634211615,0.9686746488153443,2.9558
"Margin-Shaping [gamma=2.0, delta=0.05]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,22284.0,0.002107728337236534,0.9841955404163668,0.48298895359039307,0.699133538161897,0.9844738245010376,0.52,0.9150819672131147,0.9890571926202182,0.9686746488153443,2.8767
"Grid-Weight [wa=1.0, wg=0.8, wn=1.2]",combined,1.0,0.8,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21747.0,0.002107728337236534,0.983748249365053,0.482871949672699,0.6978343832838712,0.9844784736633301,0.52,0.9150819672131147,0.9890551599288817,0.9686746488153443,2.9357
"Grid-Weight [wa=1.0, wg=1.0, wn=1.2]",combined,1.0,1.0,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21745.0,0.002107728337236534,0.983748249365053,0.4828715920448303,0.6978319437473707,0.9844776391983032,0.52,0.9150819672131147,0.9890551599288817,0.9686746488153443,2.9356
"Margin-Shaping [gamma=1.5, delta=0.1]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,22142.0,0.002107728337236534,0.9837902580848551,0.48299872875213623,0.6989827697950627,0.9844797849655151,0.52,0.9150585480093677,0.9890555471899296,0.9686746488153443,2.924
"Grid-Weight [wa=1.5, wg=0.8, wn=2.0]",combined,1.5,0.8,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21644.0,0.002107728337236534,0.9836572987861999,0.482781320810318,0.6970334780791904,0.9844638109207153,0.52,0.9150585480093677,0.989051961521723,0.9686746488153443,2.8716
"Grid-Weight [wa=1.5, wg=1.0, wn=2.0]",combined,1.5,1.0,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21644.0,0.002107728337236534,0.9836572987861999,0.482781320810318,0.6970334780791904,0.9844638109207153,0.52,0.9150585480093677,0.989051961521723,0.9686746488153443,2.8904
"Grid-Weight [wa=1.5, wg=1.2, wn=2.0]",combined,1.5,1.2,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21644.0,0.002107728337236534,0.9836572987861999,0.482781320810318,0.6970334780791904,0.9844638109207153,0.52,0.9150585480093677,0.989051961521723,0.9686746488153443,2.8699
"Grid-Weight [wa=1.5, wg=1.5, wn=2.0]",combined,1.5,1.5,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21644.0,0.002107728337236534,0.9836572987861999,0.48278117179870605,0.6970327884474946,0.9844636917114258,0.52,0.9150585480093677,0.989051961521723,0.9686746488153443,2.8794
"Grid-Weight [wa=0.8, wg=1.0, wn=1.2]",combined,0.8,1.0,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21504.0,0.0029274004683840747,0.983169563954228,0.48268067836761475,0.6958587298633432,0.9844454526901245,0.52,0.9150585480093677,0.9890497872963635,0.9686746488153443,2.933
"Margin-Shaping [gamma=1.0, delta=0.1]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,21692.0,0.002107728337236534,0.9837902580848551,0.4829857051372528,0.697438573418823,0.984495997428894,0.52,0.9150585480093676,0.9890534566802146,0.967068223112533,2.8636
"Grid-Weight [wa=0.8, wg=0.8, wn=1.2]",combined,0.8,0.8,1.2,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21504.0,0.0029274004683840747,0.9831756961646856,0.4826810956001282,0.695862060640447,0.9844462871551514,0.52,0.9150351288056207,0.9890471565093923,0.9686746488153443,2.8986
"Grid-Weight [wa=1.0, wg=1.0, wn=1.5]",combined,1.0,1.0,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21504.0,0.0029274004683840747,0.9831756961646856,0.4826810956001282,0.695862060640447,0.9844462871551514,0.52,0.9150351288056207,0.9890471565093923,0.9686746488153443,2.9776
"Grid-Weight [wa=1.0, wg=0.8, wn=1.5]",combined,1.0,0.8,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21504.0,0.0029274004683840747,0.9831756961646856,0.4826810657978058,0.6958620579343746,0.9844462871551514,0.52,0.9150351288056207,0.9890471565093923,0.9686746488153443,3.0211
"Grid-Weight [wa=1.0, wg=1.2, wn=1.5]",combined,1.0,1.2,1.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21505.0,0.0029274004683840747,0.9831736520945331,0.4826808273792267,0.6958612619517148,0.9844458103179932,0.52,0.9150351288056207,0.9890471565093923,0.9686746488153443,2.9694
"Margin-Shaping [gamma=2.0, delta=0.1]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,22400.0,0.002107728337236534,0.9841980500802764,0.4829953908920288,0.6991677193281163,0.9844714403152466,0.52,0.9149882903981266,0.989047000632981,0.9679486679738891,2.9426
"Margin-Shaping [gamma=1.5, delta=0.0]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,21855.0,0.002107728337236534,0.983759432808128,0.48292213678359985,0.6981821108526557,0.9844791293144226,0.52,0.9149882903981265,0.9890454746753936,0.9686746488153443,2.8929
"Margin-Shaping [gamma=1.0, delta=0.05]",combined,1.2,1.0,1.5,3,0.15,,1.5,weighted_margin,0.1,0,0.0,21564.0,0.002107728337236534,0.9837238905018965,0.4828709363937378,0.6964392822635196,0.9844871759414673,0.52,0.9149648711943794,0.9890399943558597,0.9678972212898315,3.0664
"Grid-Weight [wa=1.2, wg=0.8, wn=2.0]",combined,1.2,0.8,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930595397949,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.8939
"Grid-Weight [wa=1.2, wg=1.0, wn=2.0]",combined,1.2,1.0,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930595397949,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.8774
"Grid-Weight [wa=1.2, wg=1.2, wn=2.0]",combined,1.2,1.2,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930595397949,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.8682
"Grid-Weight [wa=1.5, wg=0.8, wn=2.5]",combined,1.5,0.8,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930893421173,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.9461
"Grid-Weight [wa=1.5, wg=1.0, wn=2.5]",combined,1.5,1.0,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930893421173,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.9295
"Grid-Weight [wa=1.5, wg=1.2, wn=2.5]",combined,1.5,1.2,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930893421173,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.9699
"Grid-Weight [wa=1.5, wg=1.5, wn=2.5]",combined,1.5,1.5,2.5,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831297640130843,0.4825930893421173,0.6946907170546485,0.9844297170639038,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.8969
"Grid-Weight [wa=1.2, wg=1.5, wn=2.0]",combined,1.2,1.5,2.0,3,0.15,,1.0,weighted_margin,0.1,0,0.0,21406.0,0.0029274004683840747,0.9831277199429317,0.48259299993515015,0.6946900748636491,0.9844295978546143,0.52,0.9149648711943794,0.9890383200232022,0.9678972212898315,2.878
"Threshold-Grid [h_ano=0.1, Suppress=1.2]",combined,1.2,1.0,1.5,3,0.1,,1.2,weighted_margin,0.1,0,0.0,21606.0,0.002107728337236534,0.9837004757691695,0.48280417919158936,0.6966994802588332,0.9844732284545898,0.52,0.9149414519906324,0.9890381025265573,0.9678972212898315,2.9051
"Threshold-Grid [h_ano=0.12, Suppress=1.2]",combined,1.2,1.0,1.5,3,0.12,,1.2,weighted_margin,0.1,0,0.0,21606.0,0.002107728337236534,0.9837004757691695,0.48280417919158936,0.6966994802588332,0.9844732284545898,0.52,0.9149414519906324,0.9890381025265573,0.9678972212898315,2.9012
"Threshold-Grid [h_ano=0.15, Suppress=1.2]",combined,1.2,1.0,1.5,3,0.15,,1.2,weighted_margin,0.1,0,0.0,21606.0,0.002107728337236534,0.9837004757691695,0.48280417919158936,0.6966994802588332,0.9844732284545898,0.52,0.9149414519906324,0.9890381025265573,0.9678972212898315,2.9125
"Threshold-Grid [h_ano=0.18, Suppress=1.2]",combined,1.2,1.0,1.5,3,0.18,,1.2,weighted_margin,0.1,0,0.0,21606.0,0.002107728337236534,0.9837004757691695,0.48280417919158936,0.6966994802588332,0.9844732284545898,0.52,0.9149414519906324,0.9890381025265573,0.9678972212898315,2.8617
"Threshold-Grid [h_ano=0.2, Suppress=1.2]",combined,1.2,1.0,1.5,3,0.2,,1.2,weighted_margin,0.1,0,0.0,21606.0,0.002107728337236534,0.9837004757691695,0.48280417919158936,0.6966994802588332,0.9844732284545898,0.52,0.9149414519906324,0.9890381025265573,0.9678972212898315,2.9077
