Config_Name,Category,Type,P-AP,P-AUPRO,P-AUROC,P-F1,R-MissRate,R-FP-RegionCount,R-PixelCoverage,R-FPR,I-AUROC,I-AP,I-F1,Elapsed_s
"60_GF(r=2,eps=1e-04) -> Bilateral_Sharp(sc=10,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4867294430732727,0.9372924080318844,0.9851194024085999,0.5212296843528748,0.0029274004683840747,13747,0.983905638379931,0.9414455855541253,0.9171194379391101,0.9893631751609095,0.9687248898790964,3.24
"60_GF(r=2,eps=1e-04) -> Bilateral_Sharp(sc=10,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4862295985221863,0.9290630487361593,0.9851213097572327,0.5206074714660645,0.0029274004683840747,15410,0.984232120598186,0.9479573190254321,0.9176580796252928,0.9894292202561328,0.9687248898790964,3.19
"60_GF(r=2,eps=1e-04) -> Bilateral_Sharp(sc=20,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48657166957855225,0.9366215820337611,0.9850884079933167,0.5210034847259521,0.0029274004683840747,13931,0.983905023187713,0.9421178772795418,0.9172599531615926,0.989375843039168,0.9687248898790964,3.27
"60_GF(r=2,eps=1e-04) -> Bilateral_Sharp(sc=20,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48566365242004395,0.9349108205518396,0.9850370287895203,0.5198307037353516,0.0029274004683840747,15771,0.9841370705210849,0.9490715838964191,0.9176814988290398,0.9894238107036775,0.9687248898790964,3.2
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=5,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48684796690940857,0.9347244595185908,0.9851671457290649,0.520143985748291,0.0029274004683840747,13063,0.9838097336642805,0.9389390895301508,0.9159250585480094,0.9892407202317219,0.9662378921407992,3.2
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=5,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4867204427719116,0.9316502872883553,0.98518967628479,0.5199374556541443,0.0029274004683840747,14349,0.983961527829198,0.944346227283627,0.9161592505854801,0.9892671856962842,0.9662378921407992,3.17
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=10,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4868376851081848,0.9365378496621505,0.9851607084274292,0.519904375076294,0.0029274004683840747,13345,0.9839292855499842,0.9401841374152969,0.916440281030445,0.9893010844505732,0.9662920848532344,3.15
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=10,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4866199493408203,0.9289834019683736,0.9851652383804321,0.5193633437156677,0.0029274004683840747,14987,0.9842568474144937,0.9463867979833532,0.9170023419203748,0.9893665619222902,0.967068223112533,3.2
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=20,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48713672161102295,0.9371891575625988,0.9851479530334473,0.5198798179626465,0.0029274004683840747,13513,0.9840539297711995,0.9404465065396697,0.9166510538641686,0.9893249634766679,0.967068223112533,3.19
"60_GF(r=2,eps=1e-03) -> Bilateral_Sharp(sc=20,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4870406687259674,0.9353746430579397,0.9851193428039551,0.5190176367759705,0.0029274004683840747,15269,0.9843940589877984,0.9477311145571015,0.9174473067915692,0.989414876550242,0.9671210406409249,3.17
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=5,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4872989058494568,0.9290788100527649,0.9848483204841614,0.5223104357719421,0.003747072599531616,7820,0.9808173093955038,0.8990903307942877,0.9168149882903982,0.9894102812344227,0.9656823123650908,3.22
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=5,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48712724447250366,0.9345834010728943,0.9848893880844116,0.5220545530319214,0.003747072599531616,8348,0.9809903745681692,0.9047076745366529,0.9172599531615925,0.9894624916836063,0.9656823123650908,3.14
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=10,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48721233010292053,0.9286154368961598,0.9848538637161255,0.5219594240188599,0.003747072599531616,7902,0.9809461174684757,0.8999198444376225,0.9171662763466042,0.9894516565795186,0.9656823123650908,3.3
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=10,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48686328530311584,0.9339639670939914,0.9848911762237549,0.521446704864502,0.003747072599531616,8521,0.9812706393820284,0.9064667727489155,0.9179391100702575,0.9895445139844463,0.9671210406409249,3.13
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=20,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4872700870037079,0.9266182345273454,0.9848524332046509,0.5217301249504089,0.003747072599531616,7958,0.9810113134685617,0.9005803866946396,0.9174707259953161,0.9894875889204845,0.9671210406409249,3.13
"60_GF(r=4,eps=1e-04) -> Bilateral_Sharp(sc=20,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.48675036430358887,0.9295322430100844,0.9848722219467163,0.5208771228790283,0.0029274004683840747,8647,0.9821845596520931,0.9078796938349254,0.9183138173302108,0.9895917294884984,0.9678972212898315,3.15
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=5,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4774194359779358,0.9235649467512642,0.9842795133590698,0.5129626989364624,0.006206088992974239,6561,0.9800464191469804,0.883620385596025,0.9118266978922717,0.9888020330966956,0.9633757462194232,3.18
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=5,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4774293303489685,0.9190440398048783,0.984313428401947,0.5128964185714722,0.006206088992974239,6929,0.9801885536716509,0.8901275484613594,0.911967213114754,0.9888194847081645,0.9633757462194232,3.22
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=10,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.477704256772995,0.9231336257842492,0.9843007922172546,0.5128708481788635,0.006206088992974239,6603,0.9803643797267708,0.8846340417547738,0.9119672131147541,0.9888191632648686,0.9633757462194232,3.2
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=10,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4779523015022278,0.9173478916207144,0.9843498468399048,0.512690544128418,0.006206088992974239,7003,0.9808280276706899,0.8913178861583618,0.9124824355971898,0.9888800934116033,0.9633757462194232,3.17
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=20,beta=0.5)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4784574508666992,0.9214310240516124,0.9843450784683228,0.5133441090583801,0.006206088992974239,6626,0.9805942505007431,0.8849701232029071,0.9122716627634662,0.9888581412570214,0.9633757462194232,3.17
"60_GF(r=4,eps=1e-03) -> Bilateral_Sharp(sc=20,beta=1.0)",6A_Cascaded_Hybrid,cascaded_gf_bilateral,0.4793674051761627,0.9249768753132898,0.9844279289245605,0.5136293172836304,0.006206088992974239,7055,0.9809011489696184,0.8921973067155002,0.9130913348946135,0.9889612933880187,0.9633757462194232,3.24
"61_MS_GF_Pyramid -> Bilateral_Sharp(sc=10, beta=0.5)",6B_Pyramid_Hybrid,ms_gf_bilateral_sharp,0.4875067472457886,0.9382354498870223,0.9851654171943665,0.5203673839569092,0.0029274004683840747,14868,0.984350232145707,0.9463268489680279,0.9165807962529274,0.989293259417158,0.9671210406409249,3.31
"61_MS_GF_Pyramid -> Bilateral_Sharp(sc=10, beta=1.0)",6B_Pyramid_Hybrid,ms_gf_bilateral_sharp,0.48718389868736267,0.9302769474358401,0.9851560592651367,0.5197277665138245,0.0029274004683840747,16753,0.984536964489779,0.9520845192305398,0.9173770491803279,0.989393884620104,0.9679486679738891,3.37
"61_MS_GF_Pyramid -> Bilateral_Sharp(sc=10, beta=1.5)",6B_Pyramid_Hybrid,ms_gf_bilateral_sharp,0.4867329001426697,0.9375871826460795,0.9851267337799072,0.5190232992172241,0.0029274004683840747,18607,0.9846905910179083,0.9567330761090105,0.917775175644028,0.9894388575679514,0.9687248898790964,3.27
"62_GF(r=2,eps=1e-3) + BG_Floor(p=20%) + Bilateral_Sharp(sc=10,beta=1.0)",6C_Floor_Hybrid,gf_floor_bilateral,0.496054083108902,0.9388028318296424,0.9860520362854004,0.5287240147590637,0.007135050741608118,11363,0.9592468333320878,0.9242935006252164,0.9099297423887588,0.9884063771544671,0.9655724079933307,3.52
"62_GF(r=2,eps=1e-3) + BG_Floor(p=30%) + Bilateral_Sharp(sc=10,beta=1.0)",6C_Floor_Hybrid,gf_floor_bilateral,0.4965163469314575,0.9430519326601893,0.9861040115356445,0.5293592214584351,0.007135050741608118,10964,0.9553040018323737,0.9211792130611856,0.9095784543325527,0.9883496768409543,0.9655724079933307,3.53
"62_GF(r=2,eps=1e-3) + BG_Floor(p=40%) + Bilateral_Sharp(sc=10,beta=1.0)",6C_Floor_Hybrid,gf_floor_bilateral,0.49690183997154236,0.9382797436560407,0.9860279560089111,0.5298694372177124,0.009852367176378747,10388,0.9505065067253667,0.9160070836629304,0.9094613583138174,0.9883091434825437,0.9655171914027534,3.44
