Config_Name,Category,Type,P-AP,P-AUPRO,P-AUROC,P-F1,R-MissRate,R-FP-RegionCount,R-PixelCoverage,R-FPR,I-AUROC,I-AP,I-F1,Elapsed_s
70_Synergy_61_Hybrid_Curv_Dominant+Direct_k3_p20,7_Full_Pipeline_Synergy,attenuation,0.4313168227672577,0.9282960848303978,0.982951819896698,0.48113852739334106,0.014464687514350002,16868,0.9138130819702601,0.9419388692111453,0.9133255269320842,0.988925074612831,0.9639711269685111,1.44
70_Synergy_61_Hybrid_Curv_Dominant+TwoStage_k3_p25,7_Full_Pipeline_Synergy,attenuation,0.4316851496696472,0.9247395967288254,0.9829672574996948,0.481701135635376,0.016104031776645083,16397,0.9100536851895439,0.9403550621033949,0.9107494145199063,0.9886335784643742,0.9631409756661966,1.59
70_Synergy_61_Hybrid_Curv_Dominant+Direct_k3_p25,7_Full_Pipeline_Synergy,attenuation,0.43168768286705017,0.9247699651556606,0.982962965965271,0.4817107319831848,0.015284359645497543,16445,0.910239049526872,0.9407670407329414,0.9131147540983605,0.9888943795379572,0.9639711269685111,1.4
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k0_p0,7_Full_Pipeline_Synergy,attenuation,0.3644225001335144,0.845967393034978,0.9650218486785889,0.4140545427799225,0.004976580796252927,140661,0.8630116904876566,0.991732687113823,0.9103981264637002,0.9886805302551656,0.9633757462194232,1.24
70_Synergy_63_Hybrid_High_Suppression+Direct_k0_p0,7_Full_Pipeline_Synergy,attenuation,0.3644300699234009,0.8454001846613742,0.9650272727012634,0.4140910804271698,0.004976580796252927,140841,0.8632133496722406,0.9918032053471778,0.9125292740046839,0.9889132508458283,0.9638553717069106,1.09
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k0_p15,7_Full_Pipeline_Synergy,attenuation,0.3694826364517212,0.8466798775808777,0.9644970297813416,0.42045074701309204,0.010847683335629334,91495,0.7996447194181339,0.9852669272137791,0.9044262295081967,0.987843970115956,0.961476675543443,1.82
70_Synergy_63_Hybrid_High_Suppression+Direct_k0_p15,7_Full_Pipeline_Synergy,attenuation,0.36947786808013916,0.8467174500384186,0.9644663333892822,0.42048490047454834,0.010847683335629334,91674,0.7997405475957932,0.985337607953107,0.9069555035128806,0.9881209741845806,0.9623698459436911,1.59
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k0_p20,7_Full_Pipeline_Synergy,attenuation,0.37007224559783936,0.8359102588802986,0.9642471671104431,0.42121702432632446,0.010847683335629334,86720,0.7923301579482389,0.9841699734791757,0.9035362997658081,0.9877110622930505,0.961476675543443,1.79
70_Synergy_63_Hybrid_High_Suppression+Direct_k0_p20,7_Full_Pipeline_Synergy,attenuation,0.37006616592407227,0.8360977905931996,0.9642124772071838,0.42125415802001953,0.010847683335629334,86903,0.7923988495717688,0.9842019980027484,0.9059953161592506,0.9879792587582594,0.9623698459436911,1.62
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k0_p25,7_Full_Pipeline_Synergy,attenuation,0.37050822377204895,0.8507936807658794,0.9639554023742676,0.4217976927757263,0.011667355466776873,82445,0.7841205907567955,0.9829498199710441,0.9029742388758782,0.9876284126905548,0.9608938047832873,1.73
70_Synergy_63_Hybrid_High_Suppression+Direct_k0_p25,7_Full_Pipeline_Synergy,attenuation,0.3705005943775177,0.850765255234022,0.9639205932617188,0.4218282699584961,0.010847683335629334,82621,0.7840002468126083,0.983060754530655,0.9055971896955504,0.987916640616205,0.9623698459436911,1.57
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k3_p0,7_Full_Pipeline_Synergy,attenuation,0.32567739486694336,0.8485846222762341,0.9683276414871216,0.38938599824905396,0.022531225604996093,37087,0.8237967630346784,0.9688840385003422,0.9087822014051522,0.9885592865385453,0.9612647721976623,1.25
70_Synergy_63_Hybrid_High_Suppression+Direct_k3_p0,7_Full_Pipeline_Synergy,attenuation,0.32568639516830444,0.8476545304243206,0.9683407545089722,0.38935527205467224,0.023350897736143635,37180,0.8241419933397925,0.9691149486521098,0.9105620608899296,0.9887522301706088,0.9612034338267632,1.11
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k3_p15,7_Full_Pipeline_Synergy,attenuation,0.3311188817024231,0.8607361322156634,0.9683265686035156,0.395742267370224,0.033988497038159524,23293,0.7429387397902402,0.9512814607078903,0.9007728337236535,0.9874944298464132,0.9603802987083141,1.65
70_Synergy_63_Hybrid_High_Suppression+Direct_k3_p15,7_Full_Pipeline_Synergy,attenuation,0.33111393451690674,0.860818006466432,0.9682955741882324,0.395780086517334,0.033988497038159524,23345,0.7433244555304657,0.9513672493064632,0.9032084309133489,0.9877646733323933,0.9604429880352733,1.51
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k3_p20,7_Full_Pipeline_Synergy,attenuation,0.3316868543624878,0.8516783786642264,0.9682207703590393,0.3965274393558502,0.035627841300454606,22457,0.7354594207504147,0.9486884657635803,0.8997892271662764,0.9873643636222935,0.9594916100956381,1.63
70_Synergy_63_Hybrid_High_Suppression+Direct_k3_p20,7_Full_Pipeline_Synergy,attenuation,0.331682026386261,0.8517358740993594,0.9681875109672546,0.39657706022262573,0.035627841300454606,22498,0.7355912014101751,0.9487438065015275,0.9024355971896957,0.9876565818984473,0.9603802987083141,1.49
70_Synergy_63_Hybrid_High_Suppression+TwoStage_k3_p25,7_Full_Pipeline_Synergy,attenuation,0.33219078183174133,0.8668976105880758,0.968080997467041,0.3970131278038025,0.036447513431602144,21550,0.7298985766015275,0.945650210855456,0.8989461358313817,0.9872511745727265,0.9594916100956381,1.72
70_Synergy_63_Hybrid_High_Suppression+Direct_k3_p25,7_Full_Pipeline_Synergy,attenuation,0.33218538761138916,0.8668918968896673,0.9680481553077698,0.3970760107040405,0.036447513431602144,21592,0.7297050076747308,0.9459481091070212,0.9016393442622951,0.9875535189126612,0.9603802987083141,1.61
