query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,query_feature_shape,query_patch_bbox_feature,query_patch_center_feature,query_patch_bbox_resized,query_patch_center_resized,query_patch_bbox_original,query_patch_center_original,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature,patch_bbox_original,patch_center_original,patch_center_inside_mask,patch_bbox_resized,patch_center_resized,feature_shape
img_030852461b6fae44,Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,1,21665,"[506.0, 6.0, 634.0, 278.0]",0,1,13,"[48, 48]","[13.0, 1.0, 14.0, 2.0]","[13.5, 1.5]","[182.0, 14.0, 196.0, 28.0]","[189.0, 21.0]","[582.2916666666666, 51.458333333333336, 627.0833333333334, 102.91666666666667]","[604.6875, 77.1875]",gui_lookup_results/query_20260810_132053_259683/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.20604673027992249,1376,img_34658875a176aea9,img_34658875a176aea9_roi_0002_p0,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.json,2,1,"[170.0, 245.0, 355.0, 374.0]","[5.0, 6.0, 6.0, 7.0]","[223.95833333333334, 308.75, 268.75, 360.2083333333333]","[246.35416666666666, 334.4791666666667]",True,"[70.0, 84.0, 84.0, 98.0]","[77.0, 91.0]","[48, 48]"
img_030852461b6fae44,Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,1,21665,"[506.0, 6.0, 634.0, 278.0]",0,1,13,"[48, 48]","[13.0, 1.0, 14.0, 2.0]","[13.5, 1.5]","[182.0, 14.0, 196.0, 28.0]","[189.0, 21.0]","[582.2916666666666, 51.458333333333336, 627.0833333333334, 102.91666666666667]","[604.6875, 77.1875]",gui_lookup_results/query_20260810_132053_259683/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.20762516558170319,111,img_02fb8cbe99b6da89,img_02fb8cbe99b6da89_roi_0001_p8,picture_0_2025_07_28_10_20_55_103.jpg,/data/wt/ramdisk/test_export_03/images/picture_0_2025_07_28_10_20_55_103.jpg,picture_0_2025_07_28_10_20_55_103.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_0_2025_07_28_10_20_55_103.json,1,1,"[1368.0, 58.0, 1526.0, 936.0]","[33.0, 2.0, 34.0, 3.0]","[1478.125, 102.91666666666667, 1522.9166666666667, 154.375]","[1500.5208333333333, 128.64583333333334]",True,"[462.0, 28.0, 476.0, 42.0]","[469.0, 35.0]","[48, 48]"
