query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_71f12069d3a3b4a0,Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,1,77761,"[81.0, 23.0, 365.0, 549.0]",11,1,4,gui_lookup_results/query_20260807_171105_925163/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.08416919410228729,827,img_fd4c1a83e06934a1,img_fd4c1a83e06934a1_roi_0001_p30,picture_5_2025_07_28_09_52_26_788.jpg,/data/wt/ramdisk/test_export_03/images/picture_5_2025_07_28_09_52_26_788.jpg,picture_5_2025_07_28_09_52_26_788.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_5_2025_07_28_09_52_26_788.json,1,1,"[93.0, 21.0, 799.0, 363.0]","[3.0, 1.0, 4.0, 2.0]"
img_71f12069d3a3b4a0,Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-3122-0_small_2_.461_3122_649686741800430081_异物.jpg,1,77761,"[81.0, 23.0, 365.0, 549.0]",11,1,4,gui_lookup_results/query_20260807_171105_925163/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.10523664951324463,107,img_d2787ed630007521,img_d2787ed630007521_roi_0001_p5,picture_23_2025_07_21_20_32_24_400.jpg,/data/wt/ramdisk/test_export_03/images/picture_23_2025_07_21_20_32_24_400.jpg,picture_23_2025_07_21_20_32_24_400.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_23_2025_07_21_20_32_24_400.json,1,1,"[165.0, 8.0, 943.0, 57.0]","[5.0, 1.0, 6.0, 2.0]"
