query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_2707c32f20644055,Pro0711_A-2639-0_small_2_.598_2639_6054006520758119425_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-2639-0_small_2_.598_2639_6054006520758119425_良品.jpg,1,80059,"[402.0, 1414.0, 1324.0, 1576.0]",gui_lookup_results/query_20260806_105828_624084/query_mask.png,good,/data/wt/two_stages/base/good,1,0.04495537653565407,130,img_34658875a176aea9,img_34658875a176aea9_roi_0004,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.json,4,123024,"[93.0, 1581.0, 1957.0, 1647.0]","[3.0, 31.0, 44.0, 33.0]"
img_2707c32f20644055,Pro0711_A-2639-0_small_2_.598_2639_6054006520758119425_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-2639-0_small_2_.598_2639_6054006520758119425_良品.jpg,1,80059,"[402.0, 1414.0, 1324.0, 1576.0]",gui_lookup_results/query_20260806_105828_624084/query_mask.png,anomaly,/data/wt/two_stages/base/anomaly,1,0.01814204826951027,60,img_ea68a95d77629d59,img_ea68a95d77629d59_roi_0001,Pro0711_A-2101-0_small_2_.995_2101_5477545768314099201_良品.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-2101-0_small_2_.995_2101_5477545768314099201_良品.jpg,Pro0711_A-2101-0_small_2_.995_2101_5477545768314099201_良品.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-2101-0_small_2_.995_2101_5477545768314099201_良品.json,1,21220,"[499.0, 1462.0, 1353.0, 1551.0]","[14.0, 29.0, 31.0, 31.0]"
