query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,query_feature_shape,query_patch_bbox_feature,query_patch_center_feature,query_patch_bbox_resized,query_patch_center_resized,query_patch_bbox_original,query_patch_center_original,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature,patch_bbox_original,patch_center_original,patch_center_inside_mask,patch_bbox_resized,patch_center_resized,feature_shape
img_030852461b6fae44,Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,1,21665,"[506.0, 6.0, 634.0, 278.0]",0,1,13,"[48, 48]","[13.0, 1.0, 14.0, 2.0]","[13.5, 1.5]","[582.2916666666666, 51.458333333333336, 627.0833333333333, 102.91666666666667]","[604.6875, 77.1875]","[582.2916666666666, 51.458333333333336, 627.0833333333333, 102.91666666666667]","[604.6875, 77.1875]",gui_lookup_results/query_20260811_095317_450750/query_mask.png,good,/data/wt/two_stages/base_patch2/good,1,0.1301419734954834,2546,img_34658875a176aea9,img_34658875a176aea9_roi_0000_p1,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.json,0,1,"[169.5, 244.74929809570312, 353.5515441894531, 372.88299560546875]","[4.0, 6.0, 5.0, 7.0]","[179.16666666666666, 308.75, 223.95833333333331, 360.20833333333337]","[201.5625, 334.4791666666667]",True,"[179.16666666666666, 308.75, 223.95833333333331, 360.20833333333337]","[201.5625, 334.4791666666667]","[48, 48]"
img_030852461b6fae44,Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-5588-0_small_2_.728_5588_1442319250380718081_良品.jpg,1,21665,"[506.0, 6.0, 634.0, 278.0]",0,1,13,"[48, 48]","[13.0, 1.0, 14.0, 2.0]","[13.5, 1.5]","[582.2916666666666, 51.458333333333336, 627.0833333333333, 102.91666666666667]","[604.6875, 77.1875]","[582.2916666666666, 51.458333333333336, 627.0833333333333, 102.91666666666667]","[604.6875, 77.1875]",gui_lookup_results/query_20260811_095317_450750/query_mask.png,anomaly,/data/wt/two_stages/base_patch2/anomaly,1,0.15669018030166626,218,img_223a4f629697f2ab,img_223a4f629697f2ab_roi_0000_p9,picture_6_2025_07_21_20_07_24_156.jpg,/data/wt/ramdisk/test_export_03/images/picture_6_2025_07_21_20_07_24_156.jpg,picture_6_2025_07_21_20_07_24_156.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_6_2025_07_21_20_07_24_156.json,0,1,"[183.06407165527344, 1900.1527099609375, 403.1197814941406, 2378.303466796875]","[8.0, 45.0, 9.0, 46.0]","[360.0, 2315.625, 405.0, 2367.0833333333335]","[382.5, 2341.354166666667]",True,"[360.0, 2315.625, 405.0, 2367.0833333333335]","[382.5, 2341.354166666667]","[48, 48]"
