query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature
img_582a329f9f536503,Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,1,6529,"[1950.0, 474.0, 1984.0, 746.0]",gui_lookup_results/query_20260805_173431_869104/query_mask.png,good,/data/wt/two_stages/dinomaly/good,1,0.05234578251838684,123,img_34658875a176aea9,img_34658875a176aea9_roi_0001,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/images/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.jpg,/data/wt/ramdisk/test_export_03/annotations/Pro0711_A-10-0_small_2_.783_10_7134870919956893185_接头.json,1,127875,"[1875.0, 0.0, 2150.0, 465.0]","[42.0, 0.0, 48.0, 10.0]"
img_582a329f9f536503,Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,/data/wt/ramdisk/leishi_026/test/bad/Pro0711_A-43-0_small_2_.633_43_1082032475235381761_良品.jpg,1,6529,"[1950.0, 474.0, 1984.0, 746.0]",gui_lookup_results/query_20260805_173431_869104/query_mask.png,anomaly,/data/wt/two_stages/dinomaly/anomaly,1,0.08393433690071106,10,img_7dc32a8e77458a27,img_7dc32a8e77458a27_roi_0002,picture_0_2025_07_23_14_04_23_439.jpg,/data/wt/ramdisk/test_export_03/images/picture_0_2025_07_23_14_04_23_439.jpg,picture_0_2025_07_23_14_04_23_439.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_0_2025_07_23_14_04_23_439.json,2,6317,"[1670.0, 831.0, 1947.0, 882.0]","[42.0, 17.0, 44.0, 18.0]"
