query_image_id,query_image_name,query_image_path,query_region_id,query_region_area,query_region_bbox,query_patch_index,patch_row,patch_col,query_feature_shape,query_patch_bbox_feature,query_patch_center_feature,query_patch_bbox_resized,query_patch_center_resized,query_patch_bbox_original,query_patch_center_original,region_source,library_type,library_path,rank,distance,vector_id,image_id,roi_id,image_name,image_path,image_relative,mask_path,component_id,area,bbox_original,bbox_feature,patch_bbox_original,patch_center_original,patch_center_inside_mask,patch_bbox_resized,patch_center_resized,feature_shape
img_000791fb1b3516b7,Pro0711_A-3304-0_small_2_.927_3304_5837833734465560065_废料.jpg,/data/wt/ramdisk/leishi_026/test/good/Pro0711_A-3304-0_small_2_.927_3304_5837833734465560065_废料.jpg,1,66782,"[1.0, 2466.0, 436.0, 3021.0]",0,40,0,"[48, 48]","[0.0, 40.0, 1.0, 41.0]","[0.5, 40.5]","[0.0, 560.0, 14.0, 574.0]","[7.0, 567.0]","[0.0, 2525.0, 43.958333333333336, 2588.125]","[21.979166666666668, 2556.5625]",gui_lookup_results/query_20260810_130652_269272/query_mask.png,good,/data/wt/two_stages/base_patch/good,1,0.16428445279598236,733,img_5d1ee1dd14744005,img_5d1ee1dd14744005_roi_0011_p17,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/images/picture_2_2025_07_28_09_50_54_413.jpg,picture_2_2025_07_28_09_50_54_413.jpg,/data/wt/ramdisk/test_export_03/annotations/picture_2_2025_07_28_09_50_54_413.json,11,1,"[64.0, 1716.0, 250.0, 2054.0]","[2.0, 34.0, 3.0, 35.0]","[89.58333333333333, 1749.5833333333333, 134.375, 1801.0416666666667]","[111.97916666666667, 1775.3125]",True,"[28.0, 476.0, 42.0, 490.0]","[35.0, 483.0]","[48, 48]"
img_000791fb1b3516b7,Pro0711_A-3304-0_small_2_.927_3304_5837833734465560065_废料.jpg,/data/wt/ramdisk/leishi_026/test/good/Pro0711_A-3304-0_small_2_.927_3304_5837833734465560065_废料.jpg,1,66782,"[1.0, 2466.0, 436.0, 3021.0]",0,40,0,"[48, 48]","[0.0, 40.0, 1.0, 41.0]","[0.5, 40.5]","[0.0, 560.0, 14.0, 574.0]","[7.0, 567.0]","[0.0, 2525.0, 43.958333333333336, 2588.125]","[21.979166666666668, 2556.5625]",gui_lookup_results/query_20260810_130652_269272/query_mask.png,anomaly,/data/wt/two_stages/base_patch/anomaly,1,0.16300104558467865,49,img_8d5488e860a57e9c,img_8d5488e860a57e9c_roi_0002_p39,0910-4013JT.jpg,/data/wt/ramdisk/test_export_03/images/0910-4013JT.jpg,0910-4013JT.jpg,/data/wt/ramdisk/test_export_03/annotations/0910-4013JT.json,2,1,"[100.0, 752.0, 250.0, 2431.0]","[2.0, 29.0, 3.0, 30.0]","[89.58333333333333, 1492.2916666666667, 134.375, 1543.75]","[111.97916666666667, 1518.0208333333333]",True,"[28.0, 406.0, 42.0, 420.0]","[35.0, 413.0]","[48, 48]"
